Name,Country,Category,Purpose,OrbitClass,OrbitType,Longitude,Mass,LaunchDate,Contractor,LaunchSite,LaunchVehicle,Grouped_Purpose
Starlink-4715 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4716,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-05,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4717,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-05,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4718 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4719 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4720 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4721 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4722 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4723 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4724,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-05,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4725,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-05,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4726 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4727 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4728 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4729 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4730 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4731,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-05,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4732 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4734 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4737 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4738 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4739 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4740 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4742 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4743 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4745 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4746 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4747 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4748 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4749 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4750 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4751 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4752 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4753 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4754 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4755 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4756 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4757 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4758 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4759 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4760 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4761 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4762 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4763 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4764 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4765 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4766 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4767 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4768 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4769 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4770 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4771 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4772 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4773 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4774                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-03-29,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4775 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4776 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4777 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4778 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4779 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4780 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4781 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4782 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4783 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4784 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4785 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4786                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-4787 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4788 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4789 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4790 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4791 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4792 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4793 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4794 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4795 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4796 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4797 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4798 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4799 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4800 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4801 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-12-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4809 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4810 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-4993 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-05-18,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5000 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5001 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5002 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5003 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5004 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5006                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5008 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5009 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5010 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5011 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5012 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5013                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-02-02,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5014 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5015 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5016                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-03-29,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5016                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-03-29,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5017 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5018 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5019                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5020                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-02-02,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5021 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5022 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5023 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5024 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5025 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5027                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-01-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5028 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5029 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5030                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5031 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5032 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5033                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5034 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5035 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5036 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5037 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5040 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5041 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5042 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5043 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5044 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5045 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5046 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5047                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5048 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5050 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5051 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5052 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5053 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5054 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5055 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-10-04,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5056 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5057 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5058                ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,290,2023-02-02,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5059 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5060                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5061 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-12-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5062                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-02-17,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5063 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2022-09-24,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-5064                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5065                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-02-17,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5067                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-02-17,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5068                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5069                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-02-17,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5070                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-02-17,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5071                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5072                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-03-03,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5073                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-5074                ,USA,Commercial,Communications,LEO,Polar,0.0,290,2023-01-31,SpaceX,Vandenberg AFB,Falcon 9,Communications
