Name,Country,Category,Purpose,OrbitClass,OrbitType,Longitude,Mass,LaunchDate,Contractor,LaunchSite,LaunchVehicle,Grouped_Purpose
Starlink-2434 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-03-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2435 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-03-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2436 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2437 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2438 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2439 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2440 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2441 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2442 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2443 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2444 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2445 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2446 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-03-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2447 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2448 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2449 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2450 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2451 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2452 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2453 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-03-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2454 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2455 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2456 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-03-11,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2457 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2458 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2459 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2460 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2461,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2462 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2463 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2464 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2465 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2466 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2467 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2468 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2469 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2470 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2471 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2472 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2473 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2474 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2475 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2476 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2477 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2478 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2479 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2480 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2481 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2482 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2483 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2484 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2485 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2486 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2487 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2488 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2489 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2490 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2491 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2492 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2493 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2494,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2495 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2496,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2497,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2498 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2499,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2500,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2501 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2502 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2503 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-07,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2504 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2505,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2506 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2507 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2508,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2509 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2510 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2511 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2512 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2513 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2514 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2515 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2516 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2517 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2518 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2519 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2520 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2521,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2523 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2524 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2525,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2526,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2527 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2528 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2529,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2530 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2531,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2532 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2533 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2534 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2535 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2536 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2537 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2538 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2540 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2541 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2542 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2543 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2544 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2545 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2546 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2547 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2548 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2549 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2550 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2555 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2556 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2557 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2558 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2559 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2560,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2561,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2562 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2563,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2564 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2565 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2566 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2567 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2568,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2569 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2570,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2571,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2572,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2573,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2574,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2575,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2576,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2578,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2579,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2580 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-04-28,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2581,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2582,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2583,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2585,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2586,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2587,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2588,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2589,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2590,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2591,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2592,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2593,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2594,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2595,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2596,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2598,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2599,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2600,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2600,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2601,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2602,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2603,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2604,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2605,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2606,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2607,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2608,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2609,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2610,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2611,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2612,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2613,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2614,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2615,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2616,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2617,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2618,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2619,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2620,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2621,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2622,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2623,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2624,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2626,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2627,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
